tick,time_s,step_index,target_step_index,ss_before,ss_after,target_before_x,target_before_y,target_after_x,target_after_y,dcm_error,margin
446,4.46,3,4,70,70,0.6000000000000004,-0.1,0.5699365708981555,-0.05065736245619554,0.003133801461898802,-0.024470266355980458
